Title,Provider,Category,Description
FREE Baby & Toddler Taster day. Kids Swimming in Newbury on Class4Kids,Swimkidz (Berks/Hants/Wilts),Swimming,Come and try one of Swimkidz 30min swimming classes for Free.  Spaces are limited so prior booking is essential.
